EMLO Letter ID Number,Year date,Month date,Day date,Standard gregorian date,Date is range (0=No; 1=Yes),Year 2nd date (range),Month 2nd date (range),Day 2nd date (range),"Calendar of date provided to EMLO (G=Gregorian; JJ=Julian, year start 1 January; JM=Julian, year start March, U=Unknown)",Date as marked on letter,Date uncertain (0=No; 1=Yes),Date approximate (0=No; 1=Yes),Date inferred (0=No; 1=Yes),Notes on date,Author,Author EMLO ID,Author as marked in body/text of letter,Author inferred (0=No; 1=Yes),Author uncertain (0=No; 1=Yes),Notes on Author in relation to letter,Recipient,Recipient EMLO ID,Recipient as marked in body/text of letter,Recipient inferred (0=No; 1=Yes),Recipient uncertain (0=No; 1=Yes),Notes on Recipient in relation to letter,Origin name,Origin EMLO ID,Origin as marked in body/text of letter,Origin inferred (0=No; 1=Yes),Origin uncertain (0=No; 1=Yes),Notes on Origin in relation to letter,Destination name,Destination EMLO ID,Destination as marked in body/text of letter,Destination inferred (0=No; 1=Yes),Destination uncertain (0=No; 1=Yes),Notes on Destination in relation to letter,Abstract,Keywords,Language(s),Incipit,Explicit,People mentioned,EMLO IDs of people mentioned,Notes on people mentioned,Original Catalogue name,Matching letter(s) in alternative EMLO catalogue(s) (self reference also),Match id number,Related Resource IDs [er = number for link to EMLO letter],General notes for public display,Editors' working notes,UUID,EMLO URL
962417,1677,6,20,1677-06-30,0,,,,JJ,die 30 Junij 1677,0,0,0,This letter was dated in the Gregorian calendar; the Halls provided the Julian date in their edition.,"Cassini, Jean Dominique",600372,,0,0,,"Oldenburg, Henry",4830,,0,0,,"Paris, Île-de-France, France",300017,,0,0,,,,,0,0,,,,Latin,,,,,,"Oldenburg, Henry",,,,,,d5c1fa7e-2f64-40f0-acbe-d760b31d902e,http://emlo.bodleian.ox.ac.uk/profile/work/d5c1fa7e-2f64-40f0-acbe-d760b31d902e
962343,1677,1,3,1677-01-13,0,,,,JJ,3 January 1676/7,0,0,0,,"Ludolf, Job",13898,,0,0,,"Oldenburg, Henry",4830,,0,0,,"Gotha, Thuringia, Germany",3115,de Gota,0,0,,,,,0,0,,,,"French (main language), Latin (titles and passage)",,,,,,"Oldenburg, Henry",,,,,,14a363c2-281c-4c37-a7f2-b6740a5a2653,http://emlo.bodleian.ox.ac.uk/profile/work/14a363c2-281c-4c37-a7f2-b6740a5a2653
962347,1677,1,14,1677-01-24,0,,,,JJ,ye 24th of Jan 1677,0,0,0,This letter was dated in the Gregorian calendar; the Halls provided the Julian date in their edition.,"Crawford, James",914162,,0,0,,"Oldenburg, Henry",4830,,0,0,,"Venice, Veneto, Italy",900207,,0,0,,,,,0,0,,,,English,,,,,,"Oldenburg, Henry",,,,,,5e938310-7a57-49a8-a0f3-19c766942e54,http://emlo.bodleian.ox.ac.uk/profile/work/5e938310-7a57-49a8-a0f3-19c766942e54
962377,1677,3,13,1677-03-23,0,,,,JJ,,0,0,0,,"Leeuwenhoek, Antoni van",903401,,0,0,,"Oldenburg, Henry",4830,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Oldenburg, Henry",,,,,qml. The manifestation type for the manifestation in the Royal Society is not specified.,ad9888e2-f4bf-4d6b-ba47-14d3ef56112a,http://emlo.bodleian.ox.ac.uk/profile/work/ad9888e2-f4bf-4d6b-ba47-14d3ef56112a
962382,1677,3,22,1677-04-01,0,,,,JJ,March ye 22th 1676/7,0,0,0,,"Henshaw, Thomas",10693,,0,0,,"Oldenburg, Henry",4830,,0,0,,"Kensington, London, England",400336,,0,0,,,,,0,0,,,,English,,,,,,"Oldenburg, Henry",,,,,,c1e643a3-a468-4081-abad-c094dce5c751,http://emlo.bodleian.ox.ac.uk/profile/work/c1e643a3-a468-4081-abad-c094dce5c751
962405,1677,5,3,1677-05-13,0,,,,JJ,,0,0,0,,"Courcillon, Louis de",914153,,0,0,,"Oldenburg, Henry",4830,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Oldenburg, Henry",,,,"Missing manuscript. Calendared in Oldenburg, Henry, ‘The Correspondence of Henry Oldenburg’, vol. XIII, 1676–1681, ed. and tr. A. Rupert Hall and Marie Boas Hall (London and Philadelphia, 1986), p. 277.",,430dd602-5cdd-45ee-8402-086924c9e954,http://emlo.bodleian.ox.ac.uk/profile/work/430dd602-5cdd-45ee-8402-086924c9e954
962433,1677,9,12,1677-09-22,0,,,,JJ,,0,0,0,,"Hesenthaler, Magnus",300471,,0,0,,"Oldenburg, Henry",4830,,0,0,,"Stuttgart, Baden-Württemberg, (Swabian Imperial Circle) Germany, (Holy Roman Empire)",300035,,0,0,,,,,0,0,,,,Latin,,,,,,"Oldenburg, Henry",,,,,,4efb427a-82a7-46cd-aa34-54c18c3809eb,http://emlo.bodleian.ox.ac.uk/profile/work/4efb427a-82a7-46cd-aa34-54c18c3809eb
962437,1677,11,6,1677-11-16,0,,,,JJ,Anno 1677 die 16 Novemb. S. N.,0,0,0,This letter was dated in the Gregorian calendar; the Halls provided the Julian date in their edition.,"Hevelius, Johannes",300472,,0,0,,"Oldenburg, Henry",4830,,0,0,,"Gdańsk, Pomeranian Voivodeship, (Royal Prussia) Poland",300018,,0,0,,,,,0,0,,,,Latin,,,,,,"Oldenburg, Henry",,,,,,86ea5a09-c6b8-4050-9b4b-cee95175c691,http://emlo.bodleian.ox.ac.uk/profile/work/86ea5a09-c6b8-4050-9b4b-cee95175c691
600898,1677,1,30,1677-02-09,0,,,,JM,,0,0,0,,"Wallis, John (Dr)",600059,,0,0,,"Oldenburg, Henry",4830,,0,0,,"Oxford, Oxfordshire, England",400014,,0,0,,,,,0,0,,,,,,,,,,"Wallis, John",600898; 962356,1,,"Reply to: Oldenburg-Wallis ca. 25.I/[4.II].1676/77. | In answer to Oldenburg's query about the publication of the writings of Chrysostom, Wallis mentions the project of publishing Cyprian by Dr. Fell and Dr. Marshall. As requested by Oldenburg Wallis gives a more detailed account of the meteor of
which he has been informed from several parts of England. Part of the passage on the meteor was published in the Philosophical Transactions conflated with the excerpt of Wallis-Oldenburg 20/[30].I.1676/77.",,fb33a27b-75fd-4e2b-a09a-02d7fda8a87d,http://emlo.bodleian.ox.ac.uk/profile/work/fb33a27b-75fd-4e2b-a09a-02d7fda8a87d
600909,1677,5,8,1677-05-18,0,,,,JM,,0,0,0,,"Wallis, John (Dr)",600059,,0,0,,"Oldenburg, Henry",4830,,0,0,,"Oxford, Oxfordshire, England",400014,,0,0,,,,,0,0,,,,,,,,,,"Wallis, John",600909; 962408,1,,"This letter continues the discussion of a meteor inWallis's letters of 20/[30].I.1676/7 and 30.I/[9.II].1676/7. Wallis wrote it after the appearance of a comet in April and May 1677 confirming his opinion contained in the two earlier letters. The letter was printed, together with the extract of the two letters of January 1676/7 noted by Oldenburg on page 3 of the present letter, in the Philosophical Transactions for 26 May 1677.",,49cc0cba-19c5-49bb-8d42-59ea3da8ca9b,http://emlo.bodleian.ox.ac.uk/profile/work/49cc0cba-19c5-49bb-8d42-59ea3da8ca9b
962340,1677,1,1,1677-01-11,0,,,,JJ,1 January 1676/7,0,0,0,,"Findekeller, Christophe Daniel",915696,,0,0,,"Oldenburg, Henry",4830,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Oldenburg, Henry",,,,"Missing manuscript. Calendared in Oldenburg, Henry, ‘The Correspondence of Henry Oldenburg’, vol. XIII, 1676–1681, ed. and tr. A. Rupert Hall and Marie Boas Hall (London and Philadelphia, 1986), p. 169.",,0d898d83-8b81-45a4-9fec-2ee3e6f46af8,http://emlo.bodleian.ox.ac.uk/profile/work/0d898d83-8b81-45a4-9fec-2ee3e6f46af8
962380,1677,3,19,1677-03-29,0,,,,JJ,le 29 Mars 1677,0,0,0,This letter was dated in the Gregorian calendar; the Halls provided the Julian date in their edition.,"Justel, Henri",12405,,0,0,,"Oldenburg, Henry",4830,,0,0,,,,,0,0,,"London, England",1606,,0,0,,,,French,,,,,,"Oldenburg, Henry",,,,,,c748ab93-5411-48af-bb60-c90cd139fa12,http://emlo.bodleian.ox.ac.uk/profile/work/c748ab93-5411-48af-bb60-c90cd139fa12
962393,1677,4,21,1677-05-01,0,,,,JJ,,0,0,0,,"Hevelius, Johannes",300472,,0,0,,"Oldenburg, Henry",4830,,0,0,,"Gdańsk, Pomeranian Voivodeship, (Royal Prussia) Poland",300018,,0,0,,,,,0,0,,,,Latin,,,,,,"Oldenburg, Henry",,,,,,5d2f8c20-7610-4c5b-a9a7-6af21775da8b,http://emlo.bodleian.ox.ac.uk/profile/work/5d2f8c20-7610-4c5b-a9a7-6af21775da8b
962422,1677,7,18,1677-07-28,0,,,,JJ,le 28 Juillet 1677,0,0,0,This letter was dated in the Gregorian calendar; the Halls provided the Julian date in their edition.,"Justel, Henri",12405,,0,0,,"Oldenburg, Henry",4830,,0,0,,,,,0,0,,"London, England",1606,,0,0,,,,French,,,,,,"Oldenburg, Henry",,,,,,3f1ca15c-b8d5-4bf9-913c-41437b245956,http://emlo.bodleian.ox.ac.uk/profile/work/3f1ca15c-b8d5-4bf9-913c-41437b245956
962423,1677,7,28,1677-08-07,0,,,,JJ,die 7 Augusti 1677,0,0,0,This letter was dated in the Gregorian calendar; the Halls provided the Julian date in their edition.,"Cassini, Jean Dominique",600372,,0,0,,"Oldenburg, Henry",4830,,0,0,,"Paris, Île-de-France, France",300017,,0,0,,,,,0,0,,,,Latin,,,,,,"Oldenburg, Henry",,,,,,288019de-28cf-4174-aa0e-e86c52d5c59d,http://emlo.bodleian.ox.ac.uk/profile/work/288019de-28cf-4174-aa0e-e86c52d5c59d
962430,1677,8,10,1677-08-20,0,,,,JJ,,0,0,0,,"Beale, John",300255,,0,0,,"Oldenburg, Henry",4830,,0,0,,,,,0,0,,"Pall Mall, Westminster, London, England",2937,,0,0,,,,English,,,,,,"Oldenburg, Henry",,,,,,457dc8ab-8a0c-4f6b-bce3-eb187dc04225,http://emlo.bodleian.ox.ac.uk/profile/work/457dc8ab-8a0c-4f6b-bce3-eb187dc04225
600897,1677,1,20,1677-01-30,0,,,,JM,,0,0,0,,"Wallis, John (Dr)",600059,,0,0,,"Oldenburg, Henry",4830,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Wallis, John",600897; 962351,1,,"Reply to: Oldenburg-Wallis ca. between 6/[16] and 12/[22].I.1676/77. | Of the present letter only a small piece, cut of above Wallis's signature, has survived. This piece bears no date and is to be found in Early letters W2 together with Wallis's next letter Wallis-Oldenburg 30.I/[9.II].1676/77 as No. 35. The date given here follows the edition of an excerpt of this piece in the Philosophical Transactions which is conflated with an excerpt of Wallis's letter of 30.I/[9.II].1676/77 referring to the same question. | In the postscriptum Wallis thanks for Oldenburg's report on the presentation of Balduin's phosphorus to the King and the Royal Society contained in Oldenburg-Wallis ca. between 6/[16] and 12/[22].I.1676/77. He also mentions the interruption of his correspondence with Collins since a few months. Wallis then writes about the unusual Meteor"" of which he has heard from several parts of England. The addition (on the reverse) contains the idea to publish Wallis's theory of tides in Latin. | In the missing part of the letter Wallis did not answer Oldenburg's qery about a projected publication of the writings of Chrysostom (cf. Wallis-Oldenburg 30.I/[9.II].1676/77.",,4e127638-9ffe-4394-ac7d-de4ab35142c5,http://emlo.bodleian.ox.ac.uk/profile/work/4e127638-9ffe-4394-ac7d-de4ab35142c5
962358,1677,2,2,1677-02-12,0,,,,JJ,Febr. 2nd. 1676/7,0,0,0,,"Heath, Ralph; Nelson, Peter",906428; 916029,,0,0,,"Oldenburg, Henry",4830,,0,0,,"Durham, County Durham, England",300044,,0,0,,,,,0,0,,,,English,,,,,,"Oldenburg, Henry",,,,,,f0d14f18-7ac7-4783-b503-b13fd999fb07,http://emlo.bodleian.ox.ac.uk/profile/work/f0d14f18-7ac7-4783-b503-b13fd999fb07
962439,1678,1,22,1678-02-01,0,,,,JJ,1 Feb. 1678,0,0,0,This letter was dated in the Gregorian calendar; the Halls provided the Julian date in their edition.,"Petkum, Simon",903443,,0,0,,"Oldenburg, Henry",4830,,0,0,,"Nijmegen, Gelderland, (United Provinces) Netherlands",2799,,0,0,,,,,0,0,,,,French,,,,,,"Oldenburg, Henry",,,,,,74cac7c7-b9da-49bf-b373-573ad5f0744a,http://emlo.bodleian.ox.ac.uk/profile/work/74cac7c7-b9da-49bf-b373-573ad5f0744a
962440,1681,7,23,1681-08-02,0,,,,JJ,,0,0,0,,"Rhijne, Willem ten",916030,,0,0,,"Oldenburg, Henry",4830,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Oldenburg, Henry",,,,,,187b75fa-7c6a-43c8-87ca-24ce123521c1,http://emlo.bodleian.ox.ac.uk/profile/work/187b75fa-7c6a-43c8-87ca-24ce123521c1
954800,1672,6,10,1672-06-21,1,1672,6,11,JJ,,1,0,0,,"Newton, Isaac (Sir)",15257,,0,0,,"Oldenburg, Henry; Pardies, Ignace-Gaston",4830; 600281,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Oldenburg, Henry",,,,"Calendared in Oldenburg, Henry, ‘The Correspondence of Henry Oldenburg’, vol. IX, 1672–1673, ed. and tr. A. Rupert Hall and Marie Boas Hall (Madison and London, 1973), p. 95.",,ff202229-2452-4d51-9661-7789606857f5,http://emlo.bodleian.ox.ac.uk/profile/work/ff202229-2452-4d51-9661-7789606857f5
954915,1672,12,10,1672-12-30,1,1672,12,20,JJ,,0,1,0,,"Collins, John",5231,,0,0,,"Oldenburg, Henry; Sluse, René François de",4830; 600088,,0,0,,,,,0,0,,,,,0,0,,,,"English (main language), Latin (quoted passage)",,,,,,"Oldenburg, Henry",,,,,qml. not sure this is really a letter - called a 'memorandum' in Halls,30876156-20da-43fa-ad46-4d967df47daf,http://emlo.bodleian.ox.ac.uk/profile/work/30876156-20da-43fa-ad46-4d967df47daf
601588,1665,3,20,1665-03-30,0,,,,JM,,0,0,0,,"Wallis, John (Dr)",600059,,0,0,,"Oldenburg, Henry; The Royal Society",200199; 4830,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Wallis, John",,,,,,f3edd0f8-39b5-45c7-9c92-78b046bb1cf7,http://emlo.bodleian.ox.ac.uk/profile/work/f3edd0f8-39b5-45c7-9c92-78b046bb1cf7
948896,1671,3,16,1671-03-26,0,,,,JJ,,0,0,0,,"Willughby, Francis",906453,,0,0,,"Oldenburg, Sibylle Elisabeth (Gräfin)",910221,,0,0,,"Middleton Hall, Tamworth, Staffordshire, England",100117,,0,0,,"Pall Mall, Westminster, London, England",2937,pellmell,0,0,,,,English,,,"Boyle, Robert; Helmont, Francis Mercurius von; Lister, Martin; Ray, John",13473; 2935; 400236; 900326,,"Oldenburg, Henry",,,,,,2344997d-514d-4533-9548-86898ae8fd14,http://emlo.bodleian.ox.ac.uk/profile/work/2344997d-514d-4533-9548-86898ae8fd14
905800,1666,4,,1666-04-30,0,,,,JJ,,0,1,0,,"Boyle, Robert",2935,,0,0,,"Oliver, Eliza (fl. 1779)",15678,,0,0,,,,,0,0,,,,,0,0,,,,English,,,,,,"Oldenburg, Henry",,,,,,b679ede0-2b4a-4e0e-8b52-b60dcea955be,http://emlo.bodleian.ox.ac.uk/profile/work/b679ede0-2b4a-4e0e-8b52-b60dcea955be
905874,1666,10,,1666-12-31,1,1666,12,,JJ,,0,0,0,late autumn,"Beale, John",300255,,0,0,,"Oliver, Eliza (fl. 1779)",15678,,0,0,,,,,0,0,,,,,0,0,,,,English,,,,,,"Oldenburg, Henry",,,,,,d16c5549-cbd0-42e1-b37e-1ad8c31f0204,http://emlo.bodleian.ox.ac.uk/profile/work/d16c5549-cbd0-42e1-b37e-1ad8c31f0204
905920,1667,4,20,1667-04-20,0,,,,JJ,,0,0,0,,"Menjot, Antoine",903419,,0,0,,"Oliver, Eliza (fl. 1779)",15678,,0,0,,,,,0,0,,"London, England",1606,,0,0,,,,Latin,,,,,,"Oldenburg, Henry",,,,,,7da5ca92-f455-4794-84d7-ce8cbcdff1fe,http://emlo.bodleian.ox.ac.uk/profile/work/7da5ca92-f455-4794-84d7-ce8cbcdff1fe
905881,1667,1,7,1667-01-17,0,,,,JJ,,0,0,0,,"Beale, John",300255,,0,0,,"Oliver, Eliza (fl. 1779)",15678,,0,0,,,,,0,0,,"Westminster, London, England",400141,,0,0,,,,English,,,,,,"Oldenburg, Henry",,,,,,6b9bedc7-1061-4205-bf67-78dc08507a08,http://emlo.bodleian.ox.ac.uk/profile/work/6b9bedc7-1061-4205-bf67-78dc08507a08
949210,1672,1,15,1672-01-25,0,,,,JJ,,0,0,0,,"Oldenburg, Henry",4830,,0,0,,"Ott, Johannes",912734,,0,0,,"London, England",1606,,0,0,,,,,0,0,,,,Latin,,,,,,"Oldenburg, Henry",,,,,,43fe77be-c5f0-4cc6-a664-c409eeb06587,http://emlo.bodleian.ox.ac.uk/profile/work/43fe77be-c5f0-4cc6-a664-c409eeb06587
600065,1655,7,19,1655-07-29,0,,,,JM,Julii 19.1655,0,0,0,,"Wallis, John (Dr)",600059,,0,0,,"Oughtred, William",900043,,0,0,,"Oxford, Oxfordshire, England",400014,Dabam Oxoniae,0,0,,"Albury, Surrey, England",900072,"Clarissimo Spectatissimoque Viro Matheseos Peritissimo, D. Gulielmo Oughtredo, Ecclesiae quae est Aldeburiae, in agro Surriensi, Rectori. S",0,0,,,,Latin,,,,,,"Wallis, John",,,,Answered by: Oughtred-Wallis 17/[27].VIII.1655.,,02af4628-86ec-41e0-8248-57bbfbf63c1c,http://emlo.bodleian.ox.ac.uk/profile/work/02af4628-86ec-41e0-8248-57bbfbf63c1c
600057,1655,2,28,1655-03-10,0,,,,JM,Febr. 28. 1654./5/,0,0,0,,"Wallis, John (Dr)",600059,,0,0,,"Oughtred, William",900043,,0,0,,"Exeter College, University of Oxford, Oxford, Oxfordshire, England",3706,Excester Coll: in Oxford,0,0,,"Albury, Surrey, England",900072,"To my very worthy & much esteemed freind, Mr William Oughtred, Rector of Aldbury, in Surrey",0,0,,,,English,,,,,,"Wallis, John",,,,"Wallis takes up the problem of finding a method for interpolating values of a curve, as posed earlier to Huygens and Schooten (see Wallis-Schooten ?.X/XI.1652).",,6eb0b088-f21d-4629-848a-47dcb4766ba2,http://emlo.bodleian.ox.ac.uk/profile/work/6eb0b088-f21d-4629-848a-47dcb4766ba2
600058,1655,4,16,1655-04-26,0,,,,JM,"postridie Paschatis, Anno Domini 1655",0,0,0,,"Wallis, John (Dr)",600059,,0,0,,"Oughtred, William",900043,,0,0,,"Oxford, Oxfordshire, England",400014,Dabam e Typographeo Oxoniensi,0,0,,,,,0,0,,,,Latin,,,,,,"Wallis, John",,,,Wallis presents the problem of the preceding letter in the form of a theorem about the quadrature of the circle. He sent a further copy of this paper to Schooten (see Wallis- Huygens 21.VI/[1.VII].1655) and probably also one to Golius (see Wallis-Schooten ?.IV/V.1655).,,0c5b7aed-8eb9-44b8-a58e-7e341546584a,http://emlo.bodleian.ox.ac.uk/profile/work/0c5b7aed-8eb9-44b8-a58e-7e341546584a
600056,1655,2,5,1655-02-15,0,,,,JM,Feb. 5. 1654./5.,0,0,0,,"Wallis, John (Dr)",600059,,0,0,,"Oughtred, William",900043,,0,0,,"Oxford, Oxfordshire, England",400014,Oxford.,0,0,,"Albury, Surrey, England",900072,For my much honoured friend Mr William Oughtred Rector of Aldbury in Surrey,0,0,,,,English,,,,,,"Wallis, John",,,,Wallis presents Oughtred with a copy of his account of the solar eclipse. The significance of the problem posed in the postscript only becomes apparent in the following letter (Wallis-Oughtred 28.II/[10.III].1655). Oughtred clearly did not send Wallis the solution he wrote underneath.,,eafb4a08-c873-45fd-9346-a64c5a0e1267,http://emlo.bodleian.ox.ac.uk/profile/work/eafb4a08-c873-45fd-9346-a64c5a0e1267
600069,1655,10,10,1655-10-20,0,,,,JM,Octob. 10. 1655,0,0,0,,"Wallis, John (Dr)",600059,,0,0,,"Owen, John",600071,,0,0,,"Oxford, Oxfordshire, England",400014,Dabam e Typographeo Oxoniensi,0,0,,"Oxford, Oxfordshire, England",400014,"Insignissimo Viro Johanni Oweno SS. Th. D. Aedis Christi apud Oxonienses Decano, Academiae Vice-cancellario:",1,0,,,,Latin,,,,,,"Wallis, John",,,,,,b121e702-7ce1-4795-990d-c194a965f3c7,http://emlo.bodleian.ox.ac.uk/profile/work/b121e702-7ce1-4795-990d-c194a965f3c7
905915,1667,4,6,1667-04-16,0,,,,JJ,,0,0,0,,"Oldenburg, Henry",4830,,0,0,,"Oxenden, George (Sir)",906202,,0,0,,,,,0,0,,"Sūrat, India",900463,Suratta,0,0,,,,English,,,,,,"Oldenburg, Henry",,,,,,c2b4b322-8ca0-4ee0-abdb-5ab0b17cafe5,http://emlo.bodleian.ox.ac.uk/profile/work/c2b4b322-8ca0-4ee0-abdb-5ab0b17cafe5
601015,1686,4,10,1686-04-20,0,,,,JM,April 10. 1686.,0,0,0,,"Wallis, John (Dr)",600059,,0,0,,Oxford Philosophical Society,600155,,0,0,,"Marston St Lawrence, Northamptonshire, England",4742,Marston St. Lawrence in Northamptonshire,0,0,,,,,0,0,,,teeth,English,,,"Blencowe, John (Sir); Blencowe, Mary (mentioned 1686); Blencowe, Thomas (mentioned 1686); Eyres (Mr) (mentioned 1686); Field (Dr) (mentioned 1686); Foden (Mr) (mentioned 1686); Foden, Elizabeth (Mrs) (mentioned 1686); Knight (Mrs Bezaleel) (mentioned 1686); Knight (Mrs) (mentioned 1686); Knight, Bezaleel (mentioned 1686 and 1690); Knight, William (mentioned 1686); Savage, (Mrs) (mentioned 1686); Savage, Vincent (mentioned 1686)",558; 600284; 600356; 600357; 600358; 600359; 600360; 600361; 600362; 600363; 600364; 600365; 600366,,"Wallis, John",,,,This piece is merely an account sent (or passed on) as a letter to the Oxford Philosophical Society. The date and place noted at top obviously refer to the day on which Wallis wrote down what he was told by Elizabeth Foden. It may have been sent some time later. | According to the note at bottom of f. 27v this letter was read in the meeting of the Oxford Philosophical Society on 15/[25] June 1686.,,93ef47de-0686-428f-b8a4-b9cecc0e9c61,http://emlo.bodleian.ox.ac.uk/profile/work/93ef47de-0686-428f-b8a4-b9cecc0e9c61
947029,1669,10,18,1669-10-28,0,,,,JJ,,0,0,0,,"Oldenburg, Henry",4830,,0,0,,"Paisen, Matthias",906298,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Oldenburg, Henry",,,,"Missing manuscript. A memorandum exists of the content of a letter of this date. See Oldenburg, Henry, ‘The Correspondence of Henry Oldenburg’, vol. VI, 1669–1670, ed. and tr. A. Rupert Hall and Marie Boas Hall (Madison, Milwaukee, and London, 1969), p. 286.",,22b5bf09-0bb0-4022-ab6c-9cf6846266cf,http://emlo.bodleian.ox.ac.uk/profile/work/22b5bf09-0bb0-4022-ab6c-9cf6846266cf
947023,1669,10,7,1669-10-17,0,,,,JJ,,0,0,0,,"Oldenburg, Henry",4830,,0,0,,"Paisen, Matthias",906298,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Oldenburg, Henry",,,,"Missing manuscript. A memorandum exists of the content of a letter of this date. See Oldenburg, Henry, ‘The Correspondence of Henry Oldenburg’, vol. VI, 1669–1670, ed. and tr. A. Rupert Hall and Marie Boas Hall (Madison, Milwaukee, and London, 1969), p. 271.",,b830d88d-833a-4f75-aa45-1d5cd12b0d73,http://emlo.bodleian.ox.ac.uk/profile/work/b830d88d-833a-4f75-aa45-1d5cd12b0d73
906411,1669,2,13,1669-02-23,0,,,,JJ,,0,0,0,,"Oldenburg, Henry",4830,,0,0,,"Paisen, Matthias",906298,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Oldenburg, Henry",,,,"Missing manuscript. Reply to Paisen to Oldenburg, c.10 January 1669, which is endorsed with the date of the reply. See Oldenburg, Henry, ‘The Correspondence of Henry Oldenburg’, vol. V, 1668–1669, ed. and tr. A. Rupert Hall and Marie Boas Hall (Madison, Milwaukee, and London, 1968), p. 407.",,f3bdcd84-d357-4de1-a5ba-7db4b1331fff,http://emlo.bodleian.ox.ac.uk/profile/work/f3bdcd84-d357-4de1-a5ba-7db4b1331fff
947032,1669,10,20,1669-10-30,0,,,,JJ,,0,0,0,,"Oldenburg, Henry",4830,,0,0,,"Paisen, Matthias",906298,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Oldenburg, Henry",,,,"Missing manuscript. A memorandum exists of the content of a letter of this date. See Oldenburg, Henry, ‘The Correspondence of Henry Oldenburg’, vol. VI, 1669–1670, ed. and tr. A. Rupert Hall and Marie Boas Hall (Madison, Milwaukee, and London, 1969), p. 293.",,052dbc23-b0f4-43ad-af1d-7b5435a36b1f,http://emlo.bodleian.ox.ac.uk/profile/work/052dbc23-b0f4-43ad-af1d-7b5435a36b1f
947014,1669,9,27,1669-10-07,0,,,,JJ,,0,0,0,,"Oldenburg, Henry",4830,,0,0,,"Paisen, Matthias",906298,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Oldenburg, Henry",,,,"Missing manuscript. Reply to Paisen to Oldenburg, 21 August 1669, which is endorsed with the date of the reply. See Oldenburg, Henry, ‘The Correspondence of Henry Oldenburg’, vol. VI, 1669–1670, ed. and tr. A. Rupert Hall and Marie Boas Hall (Madison, Milwaukee, and London, 1969), p. 251.",,68b347a4-6193-49b9-9371-ec9f87286e02,http://emlo.bodleian.ox.ac.uk/profile/work/68b347a4-6193-49b9-9371-ec9f87286e02
948108,1670,11,15,1670-11-25,0,,,,JJ,,0,0,0,,"Oldenburg, Henry",4830,,0,0,,"Paisen, Matthias",906298,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Oldenburg, Henry",,,,"Missing manuscript. Mentioned in Vogel to Oldenburg, February 1671. See Oldenburg, Henry, ‘The Correspondence of Henry Oldenburg’, vol. VII, 1670–1671, ed. and tr. A. Rupert Hall and Marie Boas Hall (Madison, Milwaukee, and London, 1970), p. 265.",,f11bf1fe-849c-4e1e-84cd-a87fbe009997,http://emlo.bodleian.ox.ac.uk/profile/work/f11bf1fe-849c-4e1e-84cd-a87fbe009997
947172,1670,4,12,1670-04-22,0,,,,JJ,,0,0,0,,"Oldenburg, Henry",4830,,0,0,,"Paisen, Matthias",906298,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Oldenburg, Henry",,,,"Missing manuscript. A memorandum exists of the content of a letter of this date. See Oldenburg, Henry, ‘The Correspondence of Henry Oldenburg’, vol. VI, 1669–1670, ed. and tr. A. Rupert Hall and Marie Boas Hall (Madison, Milwaukee, and London, 1969), p. 624.",,a45397dc-616f-4d16-bb66-a247392c3f26,http://emlo.bodleian.ox.ac.uk/profile/work/a45397dc-616f-4d16-bb66-a247392c3f26
906026,1667,12,21,1667-12-31,0,,,,JJ,,0,0,0,,"Oldenburg, Henry",4830,,0,0,,"Palmer, John (Reverend) (fl. 1643-79)",376,,0,0,,"London, England",1606,,0,0,,,,,0,0,,,,English,,,,,,"Oldenburg, Henry",,,,,,24155ebf-bda8-48d1-aa80-41b4a193a938,http://emlo.bodleian.ox.ac.uk/profile/work/24155ebf-bda8-48d1-aa80-41b4a193a938
906005,1667,12,3,1667-12-13,0,,,,JJ,,0,0,0,,"Oldenburg, Henry",4830,,0,0,,"Palmer, John (Reverend) (fl. 1643-79)",376,,0,0,,,,,0,0,,"Northampton, Northamptonshire, England",300025,,1,0,,,,English,,,,,,"Oldenburg, Henry",,,,,,b5c89098-e16e-4741-826c-91fe13b5bf0b,http://emlo.bodleian.ox.ac.uk/profile/work/b5c89098-e16e-4741-826c-91fe13b5bf0b
